category,protocol_name,num_forks,total_tvl,tvl_orig,tvl_forks,forks_names
CDP,JustStables,0,1344194104.097138,1344194104.097138,0,[]
CDP,Liquity,17,796414079.6247891,721557650.5114584,74856429.11333074,"['Gravita Protocol', 'DeFi Franc', 'Vesta Finance', 'Yeti Finance', 'Ethos Reserve', 'FLRLoans', 'xDollar', 'PolyQuity', 'TopShelf', 'MahaDAO Arth', 'Teddy Cash', 'Fluity', 'Stabilize', 'Piggy', 'Aquarius', 'Defi Halal', 'Real Protocol']"
CDP,Abracadabra,1,238490429.43784186,238488618.0141818,1811.4236600791724,['North Pole']
CDP,Lybra Finance,0,187242499.13487375,187242499.13487375,0,[]
CDP,Kava Mint,0,66099055.34304626,66099055.34304626,0,[]
CDP,Pando Leaf,0,55807574.48611314,55807574.48611314,0,[]
CDP,QiDao,1,54252226.279825434,53102377.56082973,1149848.7189957069,['GotchiVault']
CDP,Overnight USD+,0,37255672.13351019,37255672.13351019,0,[]
CDP,Indigo,0,34012089.8610415,34012089.8610415,0,[]
CDP,Reflexer,2,41573277.3170822,30692921.06784645,10880356.249235746,"['tai.money', 'H2Odata']"
CDP,Raft,0,26700585.714278203,26700585.714278203,0,[]
CDP,Acala Dollar,0,24600421.228876088,24600421.228876088,0,[]
CDP,crvUSD,0,21164980.784997057,21164980.784997057,0,[]
CDP,Reserve,0,20924993.55978931,20924993.55978931,0,[]
CDP,Sovryn Zero,0,20464197.02938884,20464197.02938884,0,[]
CDP,Mimo Protocol,0,19633738.282161508,19633738.282161508,0,[]
CDP,Angle,0,18017887.55611835,18017887.55611835,0,[]
CDP,Inverse Finance FiRM,0,14863776.096930996,14863776.096930996,0,[]
CDP,Djed Stablecoin,0,12504372.851080077,12504372.851080077,0,[]
CDP,Overnight DAI+,0,12329530.833564732,12329530.833564732,0,[]
CDP,Parrot Protocol,0,8855592.620720182,8855592.620720182,0,[]
CDP,Thala CDP,0,7103423.582781669,7103423.582781669,0,[]
CDP,mStable CDP,0,6896217.690695697,6896217.690695697,0,[]
CDP,DSU Money,0,6093458.538640044,6093458.538640044,0,[]
CDP,TProtocol,0,5000752.283822879,5000752.283822879,0,[]
CDP,AstridDAO,0,3963463.889909586,3963463.889909586,0,[]
CDP,Kolibri,0,3683287.2949002,3683287.2949002,0,[]
CDP,Kokoa Finance,0,3425771.8898418,3425771.8898418,0,[]
CDP,Hubble,0,3388258.366066397,3388258.366066397,0,[]
CDP,Overnight USDT+,0,3291765.9610499376,3291765.9610499376,0,[]
CDP,Mars Ecosystem,0,3082551.520042953,3082551.520042953,0,[]
CDP,Yama Finance,0,2575407.821552983,2575407.821552983,0,[]
CDP,USK,0,2496797.2282296065,2496797.2282296065,0,[]
CDP,Arkadiko,0,1437432.7397347006,1437432.7397347006,0,[]
CDP,Ratio Finance,0,1311921.811324134,1311921.811324134,0,[]
CDP,Equilibrium,0,1159202.232643742,1159202.232643742,0,[]
CDP,GARD,0,1062664.0415462973,1062664.0415462973,0,[]
CDP,Fluidity Money,0,875724.5694043182,875724.5694043182,0,[]
CDP,Harbor Protocol,0,836113.3775887929,836113.3775887929,0,[]
CDP,Interest Protocol,0,628008.0776998074,628008.0776998074,0,[]
CDP,xBacked,0,396228.093825806,396228.093825806,0,[]
CDP,DAM Finance,0,296853.374092,296853.374092,0,[]
CDP,Hedge,0,266575.404197904,266575.404197904,0,[]
CDP,Volta Finance,0,253111.31279800695,253111.31279800695,0,[]
CDP,handle.fi,0,234645.9162694825,234645.9162694825,0,[]
CDP,Ramp,0,232802.57359682655,232802.57359682655,0,[]
CDP,BAO Ballast,0,228165.78785614835,228165.78785614835,0,[]
CDP,Unit Protocol,0,199134.24475793703,199134.24475793703,0,[]
CDP,Nostra,0,126022.56910850311,126022.56910850311,0,[]
CDP,NUON Finance,0,114939.15147790212,114939.15147790212,0,[]
CDP,Argo,0,112485.04860664552,112485.04860664552,0,[]
CDP,Babena,0,66404.629678767,66404.629678767,0,[]
CDP,Defrost,0,64788.058279008335,64788.058279008335,0,[]
CDP,LaDAO Xocolatl,0,14528.312482249805,14528.312482249805,0,[]
CDP,Milkomeda-C1 Djed,0,9170.124500877662,9170.124500877662,0,[]
CDP,DEUS Finance,0,6428.093057,6428.093057,0,[]
CDP,UWU Protocol,0,1922.41685526,1922.41685526,0,[]
CDP,TomoFinance,0,443.0,443.0,0,[]
CDP,mirrosset,0,2.200229300679992,2.200229300679992,0,[]
CDP,Cashio,0,0.066480456386605,0.066480456386605,0,[]
CDP,Parasset,0,0.012291581508636,0.012291581508636,0,[]
CDP,Nirvana,0,0.000121974205,0.000121974205,0,[]
Chain,Polygon Bridge & Staking,0,6109225100.435584,6109225100.435584,0,[]
Chain,Stacks Staking,0,208361161.81713977,208361161.81713977,0,[]
Chain,xDAI Stake Bridge,0,150489439.47746804,150489439.47746804,0,[]
Chain,Nuls,0,11426269.63,11426269.63,0,[]
Chain,Secret Network,0,6892353.577516216,6892353.577516216,0,[]
Chain,ZKSwap,0,2376785.1197346244,2376785.1197346244,0,[]
Bridge,WBTC,0,4144158103.306383,4144158103.306383,0,[]
Bridge,JustCryptos,0,3139758796.0,3139758796.0,0,[]
Bridge,Multichain,0,1476764278.947086,1476764278.947086,0,[]
Bridge,Portal,0,366266581.71,366266581.71,0,[]
Bridge,Poly Network,0,285713259.14,285713259.14,0,[]
Bridge,hBTC,0,244840359.7384424,244840359.7384424,0,[]
Bridge,Orbit Bridge,0,133216787.59758183,133216787.59758183,0,[]
Bridge,cBridge,0,117691061.70491204,117691061.70491204,0,[]
Bridge,Axelar,0,81402735.06563906,81402735.06563906,0,[]
Bridge,Terra Bridge,0,36621072.98668648,36621072.98668648,0,[]
Bridge,Ad-Astra Bridge,0,35883200.83664237,35883200.83664237,0,[]
Bridge,ioTube,0,33659182.01207896,33659182.01207896,0,[]
Bridge,RelayChain,0,24162345.48671739,24162345.48671739,0,[]
Bridge,RenVM,0,22105562.041318253,22105562.041318253,0,[]
Bridge,tBTC,0,18831290.42869842,18831290.42869842,0,[]
Bridge,Octus Bridge,0,14631154.334286183,14631154.334286183,0,[]
Bridge,Injective Bridge,0,13700763.007657304,13700763.007657304,0,[]
Bridge,ChainPort,0,11590227.658037612,11590227.658037612,0,[]
Bridge,Meter Passport,0,8792810.011049382,8792810.011049382,0,[]
Bridge,Wan Bridge,0,7950596.372299535,7950596.372299535,0,[]
Bridge,NerveBridge,0,6149077.025858907,6149077.025858907,0,[]
Bridge,Allbridge,0,4200181.907907906,4200181.907907906,0,[]
Bridge,Hyphen,0,3487206.5504795783,3487206.5504795783,0,[]
Bridge,XY Finance,0,2501980.022777435,2501980.022777435,0,[]
Bridge,Interlay BTC,0,1755955.9780434,1755955.9780434,0,[]
Bridge,PepeTeam Bridge,0,811709.2748408406,811709.2748408406,0,[]
Bridge,SWFT,0,684868.4502232119,684868.4502232119,0,[]
Bridge,Strudel Finance,0,615787.3769544001,615787.3769544001,0,[]
Bridge,Butter Network,0,512020.8205012032,512020.8205012032,0,[]
Bridge,Enosys Bridge,0,481121.2221064787,481121.2221064787,0,[]
Bridge,Knit Finance,0,386243.2102579311,386243.2102579311,0,[]
Bridge,deBridge,0,346537.762285058,346537.762285058,0,[]
Bridge,DotOracle,0,340299.5987707897,340299.5987707897,0,[]
Bridge,Nomad,0,158067.25512714227,158067.25512714227,0,[]
Bridge,CENNZnet Bridge,0,86412.38006917434,86412.38006917434,0,[]
Bridge,Glitter Finance,0,52104.681761436994,52104.681761436994,0,[]
Bridge,Equito Finance,0,2336.413878528968,2336.413878528968,0,[]
Bridge,BridgeKek,0,1090.8228264695022,1090.8228264695022,0,[]
Bridge,Lago Bridge,0,5.1e-05,5.1e-05,0,[]
Dexes,Curve DEX,0,4068118993.0277,4068118993.0277,0,[]
Dexes,Uniswap V3,12,3175456014.980521,2855833574.428931,319622440.5515899,"['PancakeSwap AMM V3', 'Arbitrum Exchange V3', 'SushiSwap V3', 'Forge', 'Hydradex V3', 'MM Finance Arbitrum V3', 'Maia V3', 'Dove Swap V3', 'WAGMI', 'SMBSwap V3', 'Astar Exchange V3', 'Kyborg Exchange']"
Dexes,Uniswap V2,405,4279279920.946959,1170111659.931882,3109168261.015077,"['PancakeSwap AMM', 'SushiSwap', 'VVS Finance', 'BiSwap', 'SashimiSwap', 'Katana DEX', 'Camelot V2', 'Quickswap Dex', 'Frax Swap', 'SpookySwap', 'MDEX', 'Trader Joe DEX', 'BabyDogeSwap', 'MojitoSwap', 'Pangolin', 'OKCSwap', 'ApeSwap AMM', 'ShibaSwap', 'Swappi', 'Dfyn Network', 'SmarDex', 'Verse', 'SaucerSwap', 'ArthSwap', 'VanSwap', 'BakerySwap', 'Mimo', 'SpaceFi', 'Arbitrum Exchange V2', 'KnightSwap Finance', 'MM Finance Cronos', 'Orion Protocol', 'Honeyswap', 'Pangea Swap', 'DOOAR', 'SpiritSwap AMM', 'Crystalvale', 'UltronSwap', 'Kaidex', 'Nomiswap', 'Zyberswap V3', 'NetSwap', 'Solarbeam', 'WigoSwap', 'Arbswap AMM', 'BabySwap', 'Yoshi Exchange', 'YokaiSwap', 'SharkSwap', 'Trisolaris', 'FLRX', 'BurgerSwap', 'ArcherSwap', 'Defi Kingdoms', 'XSwap Protocol', 'VoltSwap V2', 'NEOPIN Pool', 'Ubeswap', 'RadioShack', 'CherrySwap', 'HeliSwap', 'Tealswap', 'Unicly', 'ClaimSwap', 'Defi Swap', 'BenSwap', 'BSCSwap', 'Swapr', 'ShadowSwap', 'FstSwap', 'Titano Swych', 'FX Swap', 'Elk', 'Lif3 Swap', 'LFGSwap Core', 'EmpireDEX', 'Moon Swap', 'MM Finance Polygon', 'Voltage', 'SaitaSwap', 'Swapsicle', 'WagyuSwap', 'LFGSwap Arbitrum', 'YuzuSwap', 'LuaSwap', 'IcecreamSwap', 'HiveSwap', 'NiiFi', 'OreoSwap', 'PegaSys', 'Tethys AMM', 'Fusion Dex', 'Intercroneswap', 'Sphynx', 'KuSwap', 'Glide Finance', 'MM Finance Arbitrum', 'Alita Finance', 'Noah Swap', 'Crodex', 'Vexchange', 'OolongSwap', 'Zenlink AMM', 'BeamSwap Classic', 'DogeSwapOrg', 'Cometh', 'Bitindi Dex', 'CroSwap', 'JulSwap', 'Paraluni Dex', 'Polycat Dex', 'JetSwap', 'TangoSwap', 'BXH', 'Soy Finance', 'AstroSwap', 'RCPswap', 'Energiswap', 'HyperJump', 'KSwap Finance', 'CronaSwap', 'JSwap', 'Coinswap Space', 'OccamX', 'Convergence', 'KyotoSwap', 'ProtoFi', 'Globiance', 'Levinswap', 'WardenSwap', 'MistSwap', 'PinkSwap', 'ThetaSwap', 'SatoshiCoreSwap', 'Pippi', 'GIBXSwap', 'Dinosaur Eggs', 'SoulSwap', 'KibbleSwap', 'CarbonSwap', 'W3swap', 'MIND Games', 'LaserSwap', 'Gin Finance', 'VeRocket', 'HebeSwap', 'AutoShark', 'Narwhalswap', 'PantherSwap', 'Moonswap', 'VoltSwap', 'PureSwap', 'Alphadex', 'Phenix DEX', 'OmniDex Swap', 'Bored Candy City', 'Lizard', 'PadSwap', 'BAO Swap', 'AuroraSwap', 'Uswap', 'MilkySwap', 'Gravity Finance', 'Neutroswap', 'Onsen Swap', 'HurricaneSwap', 'Polydex', 'YouSwap', 'Nearpad', 'ChickenSwap', 'Lydia', 'StarSwap', 'WannaSwap', 'WinerySwap', 'GemKeeper', 'WingSwap', 'PhotonSwap Finance', 'Shinobi', 'Oracle Swap', 'SmartDEX', 'BecoSwap', 'Varen', 'OpenXswap', 'Yodeswap', 'SwapFish', 'Standard Protocol', 'Huckleberry AMM', 'ZipSwap', 'Degen Haus', 'CafeSwap', 'Diffusion Finance', 'ZYXSwap', 'Paint Swap', 'Muffin', 'TTswap', 'ProtossDex', 'HunnySwap', 'Firebird', 'MiniSwap', 'Complus Network', 'Zappy', '0.exchange', 'ButterSwap', 'Solarflare', 'Excalibur', 'Capricorn Finance', 'Crow Finance', 'Baguette', 'YetiSwap', 'LFGSwap EthereumPoW', 'MemeDex', 'ViperSwap', 'Starmaker', 'EvmoSwap', 'KwikSwap', 'PowerSwap', 'MochiSwap', 'BoneSwap Bonerium', 'Forge SX Trade', 'RskSwap', 'SumSwap', 'CGX Finance', 'UniWswap AMM', 'HakuSwap', 'KACO Finance', 'LatteSwap', 'ZooCoin', 'SeaDex', 'Fathom Dex', 'Forteswap', 'EmiSwap', 'Kebab Finance', 'BaptSwap', 'onAVAX', 'VeniceSwap', 'Morpheus Swap', 'AmpleSwap', 'CapitalDEX', 'Redemption', 'Ladex Exchange', 'PolkaEx', 'Pls2e', 'HSwap', 'RocketSwap', 'DuckyDeFi', 'DuneSwap', 'CantoSwap', 'SonicSwap', 'Subzero ZSwap', 'Hydradex V2', 'CyborgSwap', 'Gravis Finance', 'ThorusFi', 'Clever Protocol', 'OrbitalSwap', 'PolyDEX-Cryption Network', 'FairySwap V2', 'Hpdex', 'FairySwap V1', 'CobraSwap', 'LeetSwap', 'Surfswap Classic', 'LeonicornSwap', 'SwapperChan', 'Yapeswap', 'Astar Exchange V2', 'PonySwap', 'KokomoSwap', 'Tropical Finance', 'WhaleSwap', 'LootSwap', 'zkMoonSwap', 'Frogge.Finance', 'Alium Swap', 'Cronus Finance', 'PartySwap', 'Fuzz Finance', 'MyTrade', 'GoSwap', 'Wojak Finance', 'FlashLiquidity', 'YieldFields', 'FreeRiver', 'TiFi', 'SafeSwap', 'ArbiSwap', 'BossSwap', 'Sharky Swap', 'CorgiSwap', 'Moonbase Alpha', 'SugarSwap', 'OpenSwap', 'Alligator', 'Versa Finance', 'Shiba Fantom', 'PoWSwap', 'KryptoDex', 'ETCswap', 'SWAPP', 'BarnSwap', 'Shibance', '1BCH', 'Neuronswap', 'Hades Swap', 'Doge Shrek', 'ZenithSwap', 'Energyfi', 'ScarySwap', 'CryptoSwap', 'DogMoney', 'zkSwap Era', 'OortSwap', 'Bitgert Swap', 'CowSwap smartBCH', 'DynastySwap', 'SMBSwap V2', 'casinocronos', 'HopSwap', 'BeamSwap Stable AMM', 'DogeMuskSwap', 'Jujube Finance', 'Dino.Exchange', 'QuasarSwap', 'Oni Exchange', 'Bourbon Defi', 'VultureSwap', 'WraithSwap', '1Beam', 'EmberSwap', 'FATExFi', 'IFSwap', 'Surfswap Stable AMM', 'Elephantdex', 'SmolSwap', 'FunBeast', 'AGS Finance', 'HipPoWSwap', 'DefySwap', 'Dove Swap V2', 'InfiniTORR', 'Oaswap', 'SkullSwap V2', 'SweetSwap', 'SwapMatic', 'Jupiter Swap', 'Kasava Dex', 'TendieSwap', 'CoreSwap', 'KDex', 'Genesis Finance', 'EOSWAP Finance', 'zkEVMSwap', 'DarkSwap', 'OpenBiSea', 'PYEswap', 'BrightSide', 'Palma Swap', 'AuraSwap', 'TrainSwap', 'MoonLift', 'Brise Swap', 'Juggler Red', 'VampireSwap', 'PowSea', 'HonkSwap', 'Bubbleswap V2', 'Stronghands', 'ChampagneSwap', 'MetaSwap', 'ko.one', 'ZukeSwap', 'ElonSwap', 'AfraSwap', 'Sahara Exchange', 'KefirSwap', 'Solana Farm', 'JLSwap', 'Pandora Swap', 'Frog Swap', 'Inuswap', 'StableDoin', 'KekSwap', 'Adena Finance', 'EggTartSwap', 'Philetairus Socius', 'PanKUKU', 'Dogium Farm', 'CakeWSwap', 'ApexSwap', '1Pulse', 'Astarnova', 'KSwap', 'zkDefi', 'KapaSwap', 'SeaLightSwap', 'NowSwap', 'AstroFi', 'OctoPow Finance', 'Zircon Gamma', 'EthwSwap', 'sevenswap', 'Omax Swap', 'Selfex', 'Direct Exchange', 'FunDex']"
Dexes,Balancer V2,0,903792352.0796114,903792352.0796114,0,[]
Dexes,SUNSwap V1,0,386058220.020518,386058220.020518,0,[]
Dexes,PulseX V1,0,345473746.4715154,345473746.4715154,0,[]
Dexes,Chainge Finance,0,169472883.60184926,169472883.60184926,0,[]
Dexes,Osmosis DEX,0,131438406.936354,131438406.936354,0,[]
Dexes,SUNSwap V2,0,129077924.4666455,129077924.4666455,0,[]
Dexes,DefiChain DEX,0,121368767.5092999,121368767.5092999,0,[]
Dexes,Balancer V1,0,114217326.736145,114217326.736145,0,[]
Dexes,Thorchain,0,99150895.31963582,99150895.31963582,0,[]
Dexes,KlaySwap,0,97576934.2171197,97576934.2171197,0,[]
Dexes,SUN.io,0,94180894.1123796,94180894.1123796,0,[]
Dexes,Loopring,0,93072277.99422877,93072277.99422877,0,[]
Dexes,Wombat Exchange,0,69494265.68211044,69494265.68211044,0,[]
Dexes,SyncSwap,0,67361565.02622533,67361565.02622533,0,[]
Dexes,Joe V2.1,0,61454251.197028615,61454251.197028615,0,[]
Dexes,Bancor V3,0,58775214.97279322,58775214.97279322,0,[]
Dexes,4Swap,0,57574002.28192815,57574002.28192815,0,[]
Dexes,Rhino.fi,0,55969885.20366736,55969885.20366736,0,[]
Dexes,Minswap,0,55095403.77620689,55095403.77620689,0,[]
Dexes,xExchange,0,48260011.80153506,48260011.80153506,0,[]
Dexes,Canto Dex,0,44358479.65611991,44358479.65611991,0,[]
Dexes,Orca,0,38722825.24643216,38722825.24643216,0,[]
Dexes,DODO,0,38366822.98563968,38366822.98563968,0,[]
Dexes,Flamingo Finance,0,36727454.53548999,36727454.53548999,0,[]
Dexes,KyberSwap Elastic,0,34148048.493853375,34148048.493853375,0,[]
Dexes,Maverick Protocol,0,31917729.716007933,31917729.716007933,0,[]
Dexes,Astroport,0,30030502.61931265,30030502.61931265,0,[]
Dexes,Platypus Finance,2,38792078.45658584,29394000.19313956,9398078.263446275,"['Hummus Exchange', 'Snowflake Exchange']"
Dexes,iZiSwap,0,29222462.801296875,29222462.801296875,0,[]
Dexes,DefiBox,0,27246991.98350726,27246991.98350726,0,[]
Dexes,Raydium,0,26109056.652897444,26109056.652897444,0,[]
Dexes,ALEX,0,25498670.012419872,25498670.012419872,0,[]
Dexes,PancakeSwap StableSwap,0,21116737.61605329,21116737.61605329,0,[]
Dexes,Bancor V2.1,0,20625653.73369372,20625653.73369372,0,[]
Dexes,Tezos Liquidity Baking,0,19630507.59705656,19630507.59705656,0,[]
Dexes,Mute.io,0,19051474.130513247,19051474.130513247,0,[]
Dexes,Sovryn Dex,0,18309300.19448385,18309300.19448385,0,[]
Dexes,Serum,0,17903791.542613816,17903791.542613816,0,[]
Dexes,Helix,0,16486286.28656071,16486286.28656071,0,[]
Dexes,Shell Protocol,2,19231383.332935385,16361917.92431786,2869465.4086175263,"['DFX Finance', 'Drachma']"
Dexes,KyberSwap Classic,0,16317379.698991489,16317379.698991489,0,[]
Dexes,Meshswap,0,15970006.866080806,15970006.866080806,0,[]
Dexes,StellarX,0,15685282.273436598,15685282.273436598,0,[]
Dexes,Atrix,0,15254011.7970375,15254011.7970375,0,[]
Dexes,Ref Finance,0,14789324.821726313,14789324.821726313,0,[]
Dexes,Cetus,0,12264868.455249997,12264868.455249997,0,[]
Dexes,WingRiders,0,12250624.780089378,12250624.780089378,0,[]
Dexes,WEMIX.FI AMM,0,11575321.835127212,11575321.835127212,0,[]
Dexes,01,0,11565846.830206707,11565846.830206707,0,[]
Dexes,Saddle Finance,10,53457919.01740316,11316180.467158765,42141738.5502444,"['Ferro', 'Axial', 'Nerve', 'SnowSwap', 'Mobius Money', 'MinMax Finance', '1Swap', 'JioSwap', 'Kinesis Labs', 'Gondola Finance']"
Dexes,LiquidSwap,0,11307724.373586738,11307724.373586738,0,[]
Dexes,PulseX V2,0,11264373.547777252,11264373.547777252,0,[]
Dexes,Clipper,0,10856674.66545341,10856674.66545341,0,[]
Dexes,ThalaSwap,0,9602408.733916271,9602408.733916271,0,[]
Dexes,ShadeSwap,0,9288383.204571126,9288383.204571126,0,[]
Dexes,Megaton Finance,0,9254224.2891981,9254224.2891981,0,[]
Dexes,Sushi Trident,0,9166422.517763045,9166422.517763045,0,[]
Dexes,Ouchi Finance,0,9132091.923036488,9132091.923036488,0,[]
Dexes,Pact,0,8949609.73082296,8949609.73082296,0,[]
Dexes,Uniswap V1,0,8119270.98784522,8119270.98784522,0,[]
Dexes,MuesliSwap,0,8042055.306420833,8042055.306420833,0,[]
Dexes,Saber,0,8034368.462746761,8034368.462746761,0,[]
Dexes,Joe V2,0,7923591.919615557,7923591.919615557,0,[]
Dexes,WOOFi Swap,0,7695555.691364277,7695555.691364277,0,[]
Dexes,JediSwap,0,7131722.01189252,7131722.01189252,0,[]
Dexes,Tinyman,0,7009677.666423782,7009677.666423782,0,[]
Dexes,Meteora pools,0,6778949.278143751,6778949.278143751,0,[]
Dexes,Balanced,0,6655885.017055382,6655885.017055382,0,[]
Dexes,Orderly Network,0,6487340.4925107,6487340.4925107,0,[]
Dexes,SundaeSwap,0,6476663.117049759,6476663.117049759,0,[]
Dexes,VyFinance Dex,0,6066195.934690765,6066195.934690765,0,[]
Dexes,Turbos,0,5714137.50083039,5714137.50083039,0,[]
Dexes,LumenSwap,0,5690085.473355,5690085.473355,0,[]
Dexes,1inch Network,0,5525288.483064409,5525288.483064409,0,[]
Dexes,OraiDEX,0,5377781.939672507,5377781.939672507,0,[]
Dexes,Crescent Dex,0,5187290.087827285,5187290.087827285,0,[]
Dexes,Native,0,5082080.100148516,5082080.100148516,0,[]
Dexes,ViteX,0,4942806.3975435095,4942806.3975435095,0,[]
Dexes,PayCash,0,4704678.1976,4704678.1976,0,[]
Dexes,OpenBook,0,4689981.681941865,4689981.681941865,0,[]
Dexes,Rook,0,4551262.999057897,4551262.999057897,0,[]
Dexes,Increment Swap,0,4464312.578669306,4464312.578669306,0,[]
Dexes,FlatQube,0,4282485.390034907,4282485.390034907,0,[]
Dexes,Lifinity,0,4231630.996694624,4231630.996694624,0,[]
Dexes,OpenLeverage,0,4189875.409541631,4189875.409541631,0,[]
Dexes,ZilSwap,0,3826675.901588041,3826675.901588041,0,[]
Dexes,Tomb Swap,0,3485267.682327745,3485267.682327745,0,[]
Dexes,Kava Swap,0,3392607.05767847,3392607.05767847,0,[]
Dexes,Acala Swap,0,3334341.2428506142,3334341.2428506142,0,[]
Dexes,DeFis Network,0,3261235.038614572,3261235.038614572,0,[]
Dexes,MantisSwap,0,3183101.613932172,3183101.613932172,0,[]
Dexes,WhaleEx,0,3015251.859120258,3015251.859120258,0,[]
Dexes,Bifrost Dex,0,2997082.5941589684,2997082.5941589684,0,[]
Dexes,WanSwap Dex,0,2852018.1599783245,2852018.1599783245,0,[]
Dexes,Depth,0,2834027.662324564,2834027.662324564,0,[]
Dexes,WX Network,0,2750419.680585,2750419.680585,0,[]
Dexes,Ashswap,0,2749349.21845565,2749349.21845565,0,[]
Dexes,IDEX,0,2705586.8042711797,2705586.8042711797,0,[]
Dexes,MarginSwap,0,2600925.7005064627,2600925.7005064627,0,[]
Dexes,FIN,0,2497368.780350781,2497368.780350781,0,[]
Dexes,10KSwap,0,2486854.2061605747,2486854.2061605747,0,[]
Dexes,Libre Swap,0,2285526.7797811,2285526.7797811,0,[]
Dexes,Zeniq Swap,0,2277024.77256648,2277024.77256648,0,[]
Dexes,Parallel AMM,0,2256119.119572155,2256119.119572155,0,[]
Dexes,Humble Defi,0,2201181.553742011,2201181.553742011,0,[]
Dexes,Polkaswap,0,2172611.63236215,2172611.63236215,0,[]
Dexes,Nerve Staking,0,2128575.0,2128575.0,0,[]
Dexes,Proton Swap,0,2128480.763586446,2128480.763586446,0,[]
Dexes,mySwap,0,2097281.049900596,2097281.049900596,0,[]
Dexes,WYND DEX,0,2091204.965648308,2091204.965648308,0,[]
Dexes,Perlin,0,2070244.0379428917,2070244.0379428917,0,[]
Dexes,Definix,0,2058491.2382492565,2058491.2382492565,0,[]
Dexes,Smoothy,0,2031309.4282753093,2031309.4282753093,0,[]
Dexes,Dexter,0,1981858.8601356768,1981858.8601356768,0,[]
Dexes,Swaap,0,1949136.192831077,1949136.192831077,0,[]
Dexes,STON.fi,0,1912417.987660268,1912417.987660268,0,[]
Dexes,DeDust,0,1897293.8438689483,1897293.8438689483,0,[]
Dexes,Proton Dex,0,1872774.934817,1872774.934817,0,[]
Dexes,Spectrum Finance,0,1858831.1543742,1858831.1543742,0,[]
Dexes,Terraswap,1,1761062.1659018416,1758101.730085513,2960.435816328439,['TFM']
Dexes,Integral,0,1735653.2383581493,1735653.2383581493,0,[]
Dexes,MCDEX,0,1670923.17275627,1670923.17275627,0,[]
Dexes,QuipuSwap V2,0,1626243.9000189004,1626243.9000189004,0,[]
Dexes,Demex,0,1609719.4782475494,1609719.4782475494,0,[]
Dexes,Arbswap StableSwap,0,1522857.6427674298,1522857.6427674298,0,[]
Dexes,Tokenlon,0,1474369.6036479909,1474369.6036479909,0,[]
Dexes,NerveSwap,0,1471997.06348,1471997.06348,0,[]
Dexes,Bunicorn,0,1468566.8752968472,1468566.8752968472,0,[]
Dexes,Gyroscope Protocol,0,1455291.239665086,1455291.239665086,0,[]
Dexes,DDEX,0,1397010.1670055173,1397010.1670055173,0,[]
Dexes,QuipuSwap Stableswap,0,1284250.247026963,1284250.247026963,0,[]
Dexes,Blueshift,0,1259371.8001971692,1259371.8001971692,0,[]
Dexes,Step Exchange,0,1186468.232459127,1186468.232459127,0,[]
Dexes,Hashflow,0,1172859.0833474493,1172859.0833474493,0,[]
Dexes,Pandora,0,1131443.3802314366,1131443.3802314366,0,[]
Dexes,OpenOcean,0,1008974.2698219846,1008974.2698219846,0,[]
Dexes,Penguin,0,990976.2798602328,990976.2798602328,0,[]
Dexes,Baryon Network,0,989806.620980259,989806.620980259,0,[]
Dexes,Plenty,0,987912.7278033692,987912.7278033692,0,[]
Dexes,eckoDAO,0,954114.9983848844,954114.9983848844,0,[]
Dexes,Saros,0,948848.1113478808,948848.1113478808,0,[]
Dexes,SnowSwap AMM,0,904831.809450042,904831.809450042,0,[]
Dexes,SocialSwap,0,903053.4200825694,903053.4200825694,0,[]
Dexes,Karura Swap,0,878664.5679053271,878664.5679053271,0,[]
Dexes,Rubicon,0,869214.8160954296,869214.8160954296,0,[]
Dexes,CrowdSwap,0,866718.4555325891,866718.4555325891,0,[]
Dexes,Ocean One,0,765659.06,765659.06,0,[]
Dexes,MetaTdex,0,745388.2615508471,745388.2615508471,0,[]
Dexes,Carbon Defi,0,742821.0241391748,742821.0241391748,0,[]
Dexes,Kromatika,0,742193.220841271,742193.220841271,0,[]
Dexes,SecretSwap,0,732207.1150156523,732207.1150156523,0,[]
Dexes,Blue Planet,0,720983.4549067313,720983.4549067313,0,[]
Dexes,OasisSwap,0,689161.9567000604,689161.9567000604,0,[]
Dexes,Forthewin Network,0,678343.4701029382,678343.4701029382,0,[]
Dexes,Spartan,0,654249.2203507142,654249.2203507142,0,[]
Dexes,JustMoney,0,649165.5433607036,649165.5433607036,0,[]
Dexes,Clober,0,645550.4974005406,645550.4974005406,0,[]
Dexes,VaporDex,0,644894.5285582382,644894.5285582382,0,[]
Dexes,Aequinox,0,617439.2419816168,617439.2419816168,0,[]
Dexes,Purple Bridge DEX,0,598906.613974,598906.613974,0,[]
Dexes,Ruby.Exchange Stable,0,581580.9630697403,581580.9630697403,0,[]
Dexes,MakiSwap,0,537498.7386007895,537498.7386007895,0,[]
Dexes,Pulsar Swap,0,523890.9539233196,523890.9539233196,0,[]
Dexes,cSwap,0,515065.98557349015,515065.98557349015,0,[]
Dexes,Aldrin,0,498244.0405000464,498244.0405000464,0,[]
Dexes,BlockNG,0,496329.54656698427,496329.54656698427,0,[]
Dexes,DefiPlaza,0,487405.8451570578,487405.8451570578,0,[]
Dexes,Hadouken AMM,0,463114.3929684688,463114.3929684688,0,[]
Dexes,Pala,0,459848.5523360469,459848.5523360469,0,[]
